"","Tropical & Subtropical Dry Broadleaf Forests","Tropical & Subtropical Moist Broadleaf Forests","Temperate Broadleaf & Mixed Forests","Temperate Grasslands, Savannas & Shrublands","Tropical & Subtropical Coniferous Forests","Temperate Conifer Forests","Montane Grasslands & Shrublands","Mediterranean Forests, Woodlands & Scrub","Mangroves","Tropical & Subtropical Grasslands, Savannas & Shrubland","Deserts & Xeric Shrublands","Flooded Grasslands & Savannas","Boreal Forests/Taiga","Tundra"
"Berula erecta subsp. thunbergii (DC.) B.L.Burtt",0,0,0,0,0,0,12,0,0,1,4,0,0,0
"Berula imbricata (Schinz) Spalik & S.R.Downie",0,1,0,0,0,0,0,0,0,8,0,0,0,0
"Berula repanda (Hiern) Spalik & S.R.Downie",0,1,0,0,0,0,13,0,0,0,0,0,0,0
"Bifora radians M.Bieb.",0,0,24,0,0,1,0,16,0,0,0,0,0,0
"Bilacunaria microcarpa (M.Bieb.) Pimenov & V.N.Tikhom.",0,0,2,6,0,2,0,0,0,0,0,0,0,0
"Bunium alpinum subsp. corydalinum (DC.) Nyman",0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Bunium alpinum subsp. montanum (Koch) P.W.Ball",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bunium alpinum Waldst. & Kit.",0,0,0,0,0,0,0,7,0,0,0,0,0,0
"Bunium alpinum subsp. alpinum",0,0,1,0,0,0,0,2,0,0,0,0,0,0
"Bunium alpinum subsp. petraeum (Ten.) Rouy & Camus",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bunium balearicum (Sennen) Mateo & S.López Udias",0,0,0,0,0,0,0,5,0,0,0,0,0,0
"Bunium bulbocastanum L.",0,0,39,0,0,6,0,15,0,0,0,0,0,0
"Bunium caroides Boiss.",0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Bunium cornigerum Drude",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Bunium elegans Freyn",0,0,4,0,0,1,0,2,0,0,0,0,0,0
"Bunium ferulaceum Sibth. & Sm.",0,0,1,0,0,0,0,45,0,0,0,0,0,0
"Bunium pachypodum P.W.Ball",0,0,0,0,0,0,0,21,0,0,0,0,0,0
"Bunium paucifolium DC.",0,0,4,1,0,1,0,0,0,0,1,0,0,0
"Bupleurum acutifolium Boiss.",0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Bupleurum album Maire",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bupleurum angulosum L.",0,0,17,0,0,0,0,2,0,0,0,0,0,0
"Bupleurum balansae Boiss. & Reut.",0,0,0,0,0,3,0,9,0,0,0,0,0,0
"Bupleurum balansae f. subsessiliflorum Sennen",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bupleurum barceloi Coss. ex Willk.",0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Bupleurum benoistii Litard. & Maire",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Bupleurum candollei var. atropurpureum Wu. ex Shan & Yin Li",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Bupleurum candollei Wall.",0,5,0,0,0,9,1,0,0,0,0,0,0,0
"Bupleurum candollei var. virgatissimum Wu. ex Shan & Yin Li",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bupleurum chaishoui R.H.Shan & M.L.Sheh",0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Bupleurum chinense DC.",0,1,81,8,0,0,5,0,0,0,1,0,0,0
"Bupleurum chinense subsp. octoradiatum (Bunge) Shan Renhwa & M.L.Sheh",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Bupleurum commelynoideum var. flaviflorum Shan & Yin Li",0,0,0,0,0,7,6,0,0,0,0,0,0,0
"Bupleurum commelynoideum H.Boissieu",0,0,0,0,0,4,3,0,0,0,0,0,0,0
"Bupleurum dumosum Coss. & Balansa",0,0,0,0,0,0,0,6,0,0,0,0,0,0
"Bupleurum falcatum L.",0,0,134,36,0,24,4,22,0,0,4,0,0,0
"Bupleurum falcatum subsp. falcatum",0,0,19,0,0,2,0,4,0,0,0,0,0,0
"Bupleurum falcatum subsp. dilatatum Schur",0,0,2,0,0,1,0,0,0,0,0,0,0,0
"Bupleurum fruticescens subsp. spinosum (Gouan) O.Bolòs & Vigo",0,0,0,0,0,5,4,29,0,0,1,0,0,0
"Bupleurum fruticescens L.",0,0,5,0,0,0,0,51,0,0,0,0,0,0
"Bupleurum fruticescens subsp. fruticescens",0,0,2,0,0,0,0,9,0,0,0,0,0,0
"Bupleurum fruticosum L.",0,0,4,0,0,1,0,66,0,0,0,0,0,0
"Bupleurum gracilipes Diels",0,2,1,0,0,1,0,0,0,0,0,0,0,0
"Bupleurum hamiltonii Balakr.",0,13,1,0,0,7,0,0,0,0,0,0,0,0
"Bupleurum hamiltonii var. humile (Franch.) R.H.Shan & M.L.Sheh",0,3,0,0,0,2,0,0,0,0,0,0,0,0
"Bupleurum komarovianum Lincz.",0,0,10,0,0,0,0,0,0,0,0,1,0,0
"Bupleurum krylovianum Schischk. ex G.V.Krylov",0,0,0,0,0,2,3,0,0,0,2,0,0,0
"Bupleurum lancifolium Hornem.",0,0,0,3,0,1,0,66,0,0,3,0,0,0
"Bupleurum lateriflorum Coss. & Batt.",0,0,0,0,0,0,0,7,0,0,0,0,0,0
"Bupleurum longicaule Wall.",0,4,9,1,0,6,9,0,0,0,0,0,0,0
"Bupleurum longifolium L.",0,0,46,2,0,10,2,0,0,0,0,0,20,0
"Bupleurum longifolium subsp. aureum (Fisch ex Hoffm.) Soó",0,0,0,2,0,5,4,0,0,0,0,0,0,0
"Bupleurum longifolium subsp. longifolium",0,0,2,0,0,4,0,0,0,0,0,0,0,0
"Bupleurum longiradiatum Turcz.",0,1,69,0,0,4,0,0,0,0,0,4,2,0
"Bupleurum malconense Shan & Yin Li",0,0,2,0,0,9,5,0,0,0,0,0,0,0
"Bupleurum marginatum Wall. ex DC.",0,16,29,0,3,6,21,0,0,0,1,0,0,0
"Bupleurum marginatum var. stenophyllum (Wolff) Shan & Yin Li",0,3,0,0,0,17,8,0,0,0,0,0,0,0
"Bupleurum microcephalum Diels",0,0,1,0,0,16,4,0,0,0,0,0,0,0
"Bupleurum montanum Coss. & Durieu",0,0,0,0,0,3,0,2,0,0,0,0,0,0
"Bupleurum mundtii Cham. & Schltdl.",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Bupleurum odontites L.",0,0,1,0,0,0,0,26,0,0,0,0,0,0
"Bupleurum oligactis Boiss.",0,0,0,0,0,1,0,2,0,0,0,0,0,0
"Bupleurum petiolulatum Franch.",0,6,0,0,0,16,3,0,0,0,0,0,0,0
"Bupleurum polyclonum Yin Li & S.L.Pan",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bupleurum praealtum L.",0,0,20,0,0,1,0,38,0,0,0,0,0,0
"Bupleurum ranunculoides subsp. ranunculoides",0,0,17,0,0,5,0,17,0,0,0,0,0,0
"Bupleurum ranunculoides L.",0,0,23,0,0,14,0,12,0,0,0,0,0,0
"Bupleurum ranunculoides subsp. telonense (Gren. ex Timb.-Lagr.) H.J.Coste",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bupleurum rigidum subsp. paniculatum (Brot.) H.Wolff",0,0,0,0,0,1,0,23,0,0,0,0,0,0
"Bupleurum rigidum subsp. rigidum",0,0,6,0,0,0,0,29,0,0,0,0,0,0
"Bupleurum rigidum L.",0,0,10,0,0,1,0,48,0,0,0,0,0,0
"Bupleurum rockii H.Wolff",0,3,0,0,0,9,0,0,0,0,0,0,0,0
"Bupleurum rotundifolium L.",0,0,91,9,0,13,0,55,0,0,1,0,0,0
"Bupleurum salicifolium subsp. salicifolium",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bupleurum salicifolium Sol. ex Lowe",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Bupleurum scorzonerifolium Willd.",0,2,57,47,0,7,3,0,0,0,2,11,9,0
"Bupleurum scorzonerifolium subsp. pauciflorum Shan & Yin Li",0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Bupleurum semicompositum L.",0,0,3,2,0,0,0,174,0,0,20,0,0,0
"Bupleurum sibiricum Vest ex Roem. & Schult.",0,0,3,7,0,1,0,0,0,0,0,1,4,0
"Bupleurum sibiricum var. jeholense (Nakai) Chu ex Shan & Yin Li",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Bupleurum smithii H.Wolff",0,0,11,1,0,2,5,0,0,0,1,0,0,0
"Bupleurum smithii var. parvifolium Shan & Yin Li",0,0,0,0,0,1,4,0,0,0,1,0,0,0
"Bupleurum stellatum L.",0,0,0,0,0,9,0,0,0,0,0,0,0,0
"Bupleurum tenuissimum L.",0,0,62,0,0,1,0,37,0,0,0,0,0,0
"Bupleurum thianschanicum Freyn",0,0,0,4,0,0,7,0,0,0,2,0,0,0
"Bupleurum wenchuanense Shan & Yin Li",0,0,1,0,0,3,1,0,0,0,0,0,0,0
"Bupleurum yunnanense Franch.",0,2,0,0,0,4,1,0,0,0,0,0,0,0
"Calyptrosciadium bungei (Boiss.) Pimenov",0,0,0,0,0,0,1,0,0,0,7,0,0,0
"Capnophyllum africanum (L.) Gaertn.",0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Capnophyllum macrocarpum Magee & B.-E.van Wyk",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Carlesia sinensis Dunn",0,0,9,0,0,0,0,0,0,0,0,0,0,0
"Caropsis verticillatoinundata (Thore) Rauschert",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Carum appuanum subsp. palmatum (Hartvig) Bechi & Garbari",0,0,3,0,0,0,0,4,0,0,0,0,0,0
"Carum appuanum subsp. bulgaricum (Hartvig) Bechi & Garbari",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Carum heldreichii Boiss.",0,0,4,0,0,0,0,4,0,0,0,0,0,0
"Caucalis platycarpos var. platycarpos",0,0,21,0,0,0,0,0,0,0,0,0,0,0
"Caucalis platycarpos L.",0,0,78,12,0,4,1,105,0,0,0,0,0,2
"Cenolophium denudatum (Hornem.) Tutin",0,0,57,4,0,0,0,0,0,0,0,0,10,0
"Chaerophyllum andicola (Kunth) K.F.Chung",2,21,0,1,0,0,50,0,0,8,0,0,0,0
"Chaerophyllum astrantiae Boiss. & Balansa ex Boiss.",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Chaerophyllum atlanticum Coss.",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Chaerophyllum aureum L.",0,0,127,7,0,17,0,33,0,0,1,0,0,0
"Chaerophyllum australianum K.F.Chung",0,0,27,0,0,0,19,0,0,0,0,0,0,0
"Chaerophyllum azorellaceum (Buwalda) K.F.Chung",0,1,0,0,0,0,4,0,0,0,0,0,0,0
"Chaerophyllum basicola (Heenan & Molloy) K.F.Chung",0,0,0,2,0,0,1,0,0,0,0,0,0,0
"Chaerophyllum brevipes (Mathias & Constance) K.F.Chung",0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Chaerophyllum bulbosum var. bulbosum",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Chaerophyllum colensoi (Hook.f.) K.F.Chung",0,0,16,5,0,0,15,0,0,0,0,0,0,0
"Chaerophyllum colensoi var. colensoi",0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Chaerophyllum colensoi var. delicatulum (Allan) K.F.Chung",0,0,0,1,0,0,2,0,0,0,0,0,0,0
"Chaerophyllum colensoi var. multifidum (Allan) K.F.Chung",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Chaerophyllum colensoi var. hispidum (Allan) K.F.Chung",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Chaerophyllum crinitum Boiss.",0,0,3,3,0,0,0,0,0,0,0,0,0,0
"Chaerophyllum elegans Gaudin",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Chaerophyllum eriopodum (DC.) K.F.Chung",0,0,51,1,0,0,16,0,0,0,0,0,0,0
"Chaerophyllum guatemalense K.F.Chung",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Chaerophyllum hirsutum L.",0,0,96,0,0,30,0,32,0,0,0,0,0,0
"Chaerophyllum hirsutum var. hirsutum",0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Chaerophyllum hirsutum var. sabauda Beauverd",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Chaerophyllum humile M.Bieb.",0,0,15,0,0,0,0,0,0,0,0,0,0,0
"Chaerophyllum involucratum (Hayata) K.F.Chung",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Chaerophyllum libanoticum Boiss. & Kotschy",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Chaerophyllum lineare (Hemsl.) K.F.Chung",0,7,0,0,0,0,9,0,0,0,0,0,0,0
"Chaerophyllum lineare var. spathulatum P.F.Stevens",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Chaerophyllum lineare var. planifolium P.F.Stevens",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Chaerophyllum macropodum Boiss.",0,0,3,0,0,0,0,0,0,0,1,0,0,0
"Chaerophyllum macrospermum (Willd. ex Spreng.) Fisch. & C.A.Mey.",0,0,2,3,0,3,2,0,0,0,0,0,0,0
"Chaerophyllum nodosum Crantz",0,0,22,0,0,0,1,93,0,0,0,0,0,0
"Chaerophyllum novae-zelandiae K.F.Chung",0,0,0,9,0,0,6,0,0,0,0,0,0,0
"Chaerophyllum orizabae (I.M.Johnst.) K.F.Chung",0,0,0,0,6,0,0,0,0,0,0,0,0,0
"Chaerophyllum papuanum (Buwalda) K.F.Chung",0,3,0,0,0,0,7,0,0,0,0,0,0,0
"Chaerophyllum prescottii DC.",0,0,78,29,0,0,0,0,0,0,0,0,37,4
"Chaerophyllum procumbens Crantz",0,0,72,86,0,0,0,0,0,0,0,0,0,0
"Chaerophyllum procumbens var. shortii Torr. & A.Gray",0,0,5,6,0,0,0,0,0,0,0,0,0,0
"Chaerophyllum procumbens var. boscii DC.",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Chaerophyllum pumilum (Ridl.) K.F.Chung",0,3,0,0,0,0,3,0,0,0,0,0,0,0
"Chaerophyllum ramosum (Hook.f.) K.F.Chung",0,0,19,7,0,0,18,0,0,0,0,0,0,0
"Chaerophyllum roseum M.Bieb.",0,0,18,0,0,0,0,0,0,0,0,0,0,0
"Chaerophyllum tainturieri Hook.",0,0,115,94,0,68,0,0,0,8,4,0,0,0
"Chaerophyllum tainturieri var. dasycarpum (S.Watson)",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Chaerophyllum taiwanianum (Masam.) K.F.Chung",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Chaerophyllum temulum L.",0,0,69,0,0,2,0,25,0,0,0,0,3,0
"Chaerophyllum villarsii W.D.J.Koch",0,0,0,0,0,22,0,0,0,0,0,0,0,0
"Chamaesciadium acaule (M.Bieb.) Boiss.",0,0,20,2,0,1,0,0,0,0,0,0,0,0
"Chamaesium paradoxum H.Wolff",0,0,0,0,0,14,27,0,0,0,0,0,0,0
"Chamaesium thalictrifolium H.Wolff",0,0,1,0,0,9,10,0,0,0,0,0,0,0
"Chamaesium wolffianum Fedde ex H.Wolff",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Changium smyrnioides H.Wolff",0,0,20,0,0,0,0,0,0,0,0,0,0,0
"Chuanminshen violaceum M.L.Sheh & R.H.Shan",0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Cicuta bulbifera L.",0,0,235,32,0,8,0,0,0,0,0,0,40,0
"Cicuta douglasii J.M.Coult. & Rose",0,0,5,20,0,166,0,13,0,0,54,0,3,1
"Cicuta maculata L.",0,0,263,223,0,80,0,4,0,3,34,0,24,0
"Cicuta maculata var. maculata",0,0,62,62,0,23,0,2,0,1,4,0,3,0
"Cicuta maculata var. angustifolia Hook.",0,0,0,21,0,31,0,5,0,0,28,0,1,0
"Cicuta maculata var. bolanderi (S.Watson) G.A.Mulligan",0,0,4,20,0,0,0,4,0,0,0,0,0,0
"Cicuta maculata var. victorinii (Fernald) B.Boivin",0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Cicuta virosa L.",0,0,185,3,0,16,0,0,0,0,0,0,156,2
"Cicuta virosa var. virosa",0,0,18,0,0,0,0,0,0,0,0,0,36,0
"Coaxana purpurea J.M.Coult. & Rose",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Conioselinum chinense Britton, Sterns & Poggenb.",0,0,61,1,0,0,0,0,0,0,0,0,42,1
"Conioselinum scopulorum J.M.Coult. & Rose",0,0,0,1,0,57,0,0,0,0,7,0,0,0
"Conioselinum tataricum Hoffm.",0,1,66,32,0,17,25,0,0,0,1,0,53,30
"Conium sphaerocarpum Hilliard & B.L.Burtt",0,0,0,0,0,0,0,2,0,0,6,0,0,0
"Conopodium majus (Gouan) Loret",0,0,28,0,0,17,0,22,0,0,0,0,0,11
"Conopodium majus subsp. marizianum (Samp.) S.López Udias & Mateo",0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Conopodium majus subsp. majus",0,0,8,0,0,0,0,6,0,0,0,0,0,0
"Cortia depressa (D.Don) C.Norman",0,0,0,0,0,4,18,0,0,0,0,0,0,0
"Cortiella caespitosa R.H.Shan & M.L.Sheh",0,0,0,0,0,0,26,0,0,0,0,0,0,0
"Cortiella hookeri (C.B.Clarke) C.Norman",0,0,0,0,0,0,9,0,0,0,0,0,0,0
"Coulterophytum laxum B.L.Rob.",4,0,0,0,3,0,0,0,0,0,0,0,0,0
"Crithmum maritimum L.",0,0,20,0,0,0,0,78,0,0,0,0,0,0
"Cryptotaenia africana Drude",0,10,0,0,0,0,10,0,0,0,0,0,0,0
"Cryptotaenia calycina var. calycina",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Cryptotaenia calycina C.C.Towns.",0,2,0,0,0,0,0,0,0,1,0,0,0,0
"Cryptotaenia calycina var. dissecta C.C.Towns.",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Cryptotaenia canadensis DC.",0,0,294,111,0,8,0,0,0,0,0,0,0,0
"Cryptotaenia japonica Hassk.",0,105,149,0,0,27,0,0,0,0,0,0,0,0
"Cryptotaenia thomasii DC.",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Cyclorhiza peucedanifolia (Franch.) Constance",0,1,0,0,0,9,1,0,0,0,0,0,0,0
"Cyclorhiza waltonii (Wolff) M.L.Sheh & R.H.Shan",0,0,0,0,0,9,19,0,0,0,0,0,0,0
"Cyclospermum leptophyllum (Pers.) Sprague",34,220,201,82,62,65,25,45,3,123,60,2,1,0
"Cyclospermum leptophyllum var. multisectum (Mathias & Constance) Constance",0,11,0,0,0,0,0,0,0,1,0,0,0,0
"Cyclospermum leptophyllum var. latisectum (Urb.) Constance",0,2,0,0,0,0,0,0,0,1,0,0,0,0
"Cymbocarpum anethoides DC.",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Cymopterus acaulis Raf.",0,0,0,45,0,9,0,0,0,0,51,0,0,0
"Cymopterus davisii R.L.Hartman",0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Cymopterus evertii R.L.Hartman & R.S.Kirkpatrick",0,0,0,0,0,2,0,0,0,0,2,0,0,0
"Cymopterus gilmanii C.V.Morton",0,0,0,0,0,0,0,0,0,0,12,0,0,0
"Cymopterus globosus S.Watson",0,0,0,0,0,0,0,0,0,0,18,0,0,0
"Cymopterus jonesii J.M.Coult. & Rose",0,0,0,0,0,1,0,0,0,0,5,0,0,0
"Cymopterus lapidosus M.E.Jones",0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Cymopterus newberryi M.E.Jones",0,0,0,0,0,0,0,0,0,0,34,0,0,0
"Cymopterus panamintensis J.M.Coult. & Rose",0,0,0,0,0,0,0,1,0,0,16,0,0,0
"Cymopterus ripleyi Barneby",0,0,0,0,0,1,0,0,0,0,13,0,0,0
"Cymopterus rosei M.E.Jones",0,0,0,0,0,5,0,0,0,0,1,0,0,0
"Cynorhiza typica Eckl. & Zeyh.",0,0,0,0,0,0,1,2,0,0,4,0,0,0
"Dahliaphyllum almedae Constance & Breedlove",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Dasispermum capense (Lam.) Magee & B.-E.van Wyk",0,0,0,0,0,0,0,7,0,0,2,0,0,0
"Dasispermum hispidum (Thunb.) Magee & B.-E.van Wyk",0,0,0,0,0,0,0,2,0,0,4,0,0,0
"Dasispermum suffruticosum (Bergius) B.L.Burtt",0,5,0,0,0,0,3,2,0,0,0,0,0,0
"Dasispermum tenue (Sond.) Magee & B.-E.van Wyk",0,0,0,0,0,0,0,4,0,0,4,0,0,0
"Daucosma laciniatum Engelm. & A.Gray",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Daucus arcanus García-Martín & Silvestre",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Daucus aureus Desf.",0,0,0,0,0,1,0,26,0,0,1,0,0,0
"Daucus decipiens (Schrad. & J.C.Wendl.) Spalik, Wojew., Banasiak & Reduron",0,0,11,1,0,0,0,1,0,0,0,0,0,0
"Daucus durieua Lange",0,0,1,0,0,0,0,61,0,0,0,0,0,0
"Daucus edulis (Lowe) Wojew., Reduron, Banasiak & Spalik",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Daucus glochidiatus Fisch., C.A.Mey. & Avé-Lall.",0,0,143,105,0,0,1,196,0,39,263,0,0,0
"Daucus guttatus subsp. guttatus",0,0,2,0,0,0,0,7,0,0,0,0,0,0
"Daucus guttatus Sibth. & Sm.",0,0,5,0,0,0,0,28,0,0,0,0,0,0
"Daucus incognitus (C.Norman) Spalik, Reduron & Banasiak",0,15,0,0,0,0,10,0,0,5,0,0,0,0
"Daucus involucratus Sibth. & Sm.",0,0,0,0,0,0,0,42,0,0,0,0,0,0
"Daucus littoralis Sibth. & Sm.",0,0,4,0,0,0,0,1,0,0,1,0,0,0
"Daucus montanus Humb. & Bonpl. ex Schult.",2,13,0,0,3,0,7,0,0,0,0,0,0,0
"Daucus muricatus L.",0,0,0,0,0,2,0,40,0,0,0,0,0,0
"Daucus pumilus (L.) Hoffm. & Link",0,0,2,0,0,1,0,69,0,0,0,0,0,0
"Daucus pusillus Michx.",0,0,0,1,7,10,0,42,0,0,56,0,0,0
"Daucus pusillus var. scaber Torr. & A.Gray",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Daucus rouyi Spalik & Reduron",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Daucus setifolius Desf.",0,0,0,0,0,0,0,28,0,0,0,0,0,0
"Daucus syrticus Murb.",0,0,0,0,0,0,0,2,0,0,1,0,0,0
"Daucus tenuisectus Coss. ex Batt.",0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Deverra burchellii Sond.",0,0,0,0,0,0,6,0,0,1,7,0,0,0
"Deverra tortuosa DC.",0,0,0,0,0,0,0,0,0,0,8,0,0,0
"Deverra triradiata Hochst. ex Boiss.",0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Deverra triradiata subsp. intermedia (Chevall.) R.Pfisterer & Podlech",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dimorphosciadium gayoides (Regel & Schmalh.) Pimenov",0,0,0,2,0,0,1,0,0,0,0,0,0,0
"Diplotaenia cachrydifolia Boiss.",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Ducrosia anethifolia Boiss.",0,0,2,0,0,0,0,0,0,0,7,0,0,0
"Ducrosia assadii R.Alava",0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Echinophora chrysantha Freyn & Sint.",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Echinophora tenuifolia subsp. sibthorpiana (Guss.) Tutin",0,0,2,0,0,1,0,9,0,0,0,0,0,0
"Echinophora tenuifolia L.",0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Echinophora tenuifolia subsp. tenuifolia",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ekimia bornmuelleri (Hub.-Mor. & Reese) H.Duman & M.F.Watson",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Elaeosticta lutea (Hoffm.) Kljuykov, Pimenov & V.N.Tikhom.",0,0,0,12,0,0,0,0,0,0,0,0,0,0
"Eleutherospermum cicutarium Boiss.",0,0,17,0,0,0,0,0,0,0,0,0,0,0
"Enantiophylla heydeana J.M.Coult. & Rose",2,0,0,0,25,0,0,0,0,0,1,0,0,0
"Eremodaucus lehmannii Bunge",0,0,0,3,0,0,2,0,0,0,3,0,0,0
"Erigenia bulbosa Nutt.",0,0,80,22,0,0,0,0,0,0,0,0,0,0
"Exoacantha heterophylla Labill.",0,0,0,0,0,0,0,5,0,0,0,0,0,0
"Falcaria vulgaris Bernh.",0,0,172,57,0,2,0,1,0,0,1,0,6,0
"Ferula akitschkensis B.Fedtsch. ex Koso-Pol.",0,0,0,4,0,2,1,0,0,0,1,0,0,0
"Ferula botschantzevii Korovin",0,0,0,1,0,0,0,0,0,0,2,0,0,0
"Ferula communis subsp. communis",0,0,100,25,0,19,0,0,0,0,0,0,0,0
"Ferula communis L.",0,0,2,0,0,1,0,65,0,0,1,0,0,0
"Ferula communis subsp. catalaunica (Pau) A.Sánchez-Cuxart & M.Bernal Cid",0,0,1,0,0,0,0,24,0,0,0,0,0,0
"Ferula communis subsp. cardonae A.Sánchez-Cuxart & M.Bernal Cid",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ferula communis subsp. linkii (Webb) Reduron & Dobignard",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Ferula communis var. glauca (L.) Rouy & Camus",0,0,0,0,0,0,0,6,0,0,0,0,0,0
"Ferula decurrens Korovin",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ferula dissecta Ledeb.",0,0,0,6,0,0,0,0,0,0,1,0,0,0
"Ferula diversivittata Regel & Schmalh.",0,0,0,2,0,0,1,0,0,0,1,0,0,0
"Ferula dshizakensis Korovin",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Ferula fedoroviorum Pimenov",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Ferula ferganensis Lipsky ex Korovin",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ferula foetida Regel",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ferula foetidissima Regel & Schmalh.",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ferula glauca L.",0,0,1,0,0,0,0,3,0,0,0,0,0,0
"Ferula gummosa Boiss.",0,0,1,0,0,1,2,0,0,0,0,0,0,0
"Ferula karataviensis (Regel & Schmalh.) Korov.",0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Ferula karelinii Bunge",0,0,0,1,0,0,0,0,0,0,4,0,0,0
"Ferula kelleri Koso-Pol.",0,0,0,7,0,1,0,0,0,0,0,0,0,0
"Ferula kirialovii Pimenov",0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Ferula kokanica Regel & Schmalh.",0,0,0,8,0,0,0,0,0,0,2,0,0,0
"Ferula litwinowiana Koso-Pol.",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ferula loscosii Willk.",0,0,0,0,0,0,0,17,0,0,0,0,0,0
"Ferula mogoltavica Lipsky ex Korovin",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Ferula moschata (Reinsch) Koso-Pol.",0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Ferula olivacea (Diels) H.Wolff ex Hand.-Mazz.",0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Ferula oopoda Boiss.",0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Ferula ovina Boiss.",0,0,4,13,0,3,2,0,0,0,3,0,0,0
