"wcvp_name","gbif_name"
"Humularia rosea","Humularia rosea (De Wild.) P.A.Duvign."
"Humularia rosea var. reptans","Humularia rosea var. reptans (Verdc.) Verdc."
"Humularia submarginalis","Humularia submarginalis Verdc."
"Humularia sudanica","Humularia sudanica P.A.Duvign."
"Humularia tenuis","Humularia tenuis P.A.Duvign."
"Humularia upembae","Humularia upembae P.A.Duvign."
"Humularia welwitschii","Humularia welwitschii (Taub.) P.A.Duvign."
"Humularia welwitschii var. lundaensis","Humularia welwitschii var. lundaensis (P.A.Duvign.) Verdc."
"Humularia wittei","Humularia wittei P.A.Duvign."
"Humulus","Humulus L."
"Humulus americanus","Humulus americanus Nutt."
"Humulus cordifolius","Humulus cordifolius Miq."
"Humulus lupulus","Humulus lupulus L."
"Humulus neomexicanus","Humulus neomexicanus (A.Nelson & Cockerell) Rydb."
"Humulus scandens","Humulus scandens (Lour.) Merr."
"Humulus yunnanensis","Humulus yunnanensis Hu"
"Galianthe","Galianthe Griseb."
"Hunnemannia","Hunnemannia Sweet"
"Hunnemannia fumariifolia","Hunnemannia fumariifolia Sweet"
"Hunnemannia hintoniorum","Hunnemannia hintoniorum G.L.Nesom"
"Hunzikeria","Hunzikeria D'Arcy"
"Hunzikeria coulteri","Hunzikeria coulteri (A.Gray) D' Arcy"
"Hunzikeria steyermarkiana","Hunzikeria steyermarkiana D' Arcy"
"Hunzikeria texana","Hunzikeria texana (Torr.) D' Arcy"
"Huodendron","Huodendron Rehder"
"Galianthe angustifolia","Galianthe angustifolia (Cham. & Schltdl.) E.L.Cabral"
"Huodendron biaristatum","Huodendron biaristatum (W.W.Sm.) Rehder"
"Huodendron tibeticum","Huodendron tibeticum (J.Anthony) Rehder"
"Huodendron tomentosum","Huodendron tomentosum Y.C.Tang ex S.M.Hwang"
"Huodendron tomentosum var. guangxiensis","Huodendron tomentosum var. guangxiensis S.M.Hwang & C.F.Liang"
"Galianthe aurelii","Galianthe aurelii E.L.Cabral"
"Galianthe bisepala","Galianthe bisepala E.L.Cabral"
"Galianthe bogotensis","Galianthe bogotensis (Willd.) E.L.Cabral & Bacigalupo"
"Galianthe brasiliensis","Galianthe brasiliensis (Spreng.) E.L.Cabral & Bacigalupo"
"Galianthe brasiliensis subsp. angulata","Galianthe brasiliensis subsp. angulata (Benth.) E.L.Cabral & Bacigalupo"
"Galianthe brasiliensis subsp. brasiliensis","Galianthe brasiliensis subsp. brasiliensis"
"Galianthe canindeyuensis","Galianthe canindeyuensis E.L.Cabral"
"Galianthe centranthoides","Galianthe centranthoides (Cham. & Schltdl.) E.L.Cabral"
"Galianthe chodatiana","Galianthe chodatiana (Standl.) E.L.Cabral"
"Galianthe cymosa","Galianthe cymosa (Cham.) E.L.Cabral & Bacigalupo"
"Huynhia","Huynhia Greuter"
"Huynhia pulchra","Huynhia pulchra (Willd. ex Roem. & Schult.) Greuter & Burdet"
"Hyalocalyx","Hyalocalyx Rolfe"
"Hyalocalyx setifer","Hyalocalyx setifer Rolfe"
"Hyalolaena","Hyalolaena Bunge"
"Galianthe cyperoides","Galianthe cyperoides (Chodat) E.L.Cabral"
"Hyalolaena bupleuroides","Hyalolaena bupleuroides (Schrenk) Pimenov & Kljuykov"
"Hyalolaena collina","Hyalolaena collina Korovin"
"Hyalolaena intermedia","Hyalolaena intermedia Pimenov & Kljuykov"
"Hyalolaena issykkulensis","Hyalolaena issykkulensis Pimenov & Kljuykov"
"Hyalolaena jaxartica","Hyalolaena jaxartica Bunge"
"Hyalolaena lipskyi","Hyalolaena lipskyi (Korovin) Pimenov & Kljuykov"
"Hyalolaena transcaspica","Hyalolaena transcaspica (Korovin) Pimenov & Kljuykov"
"Hyalolaena trichophylla","Hyalolaena trichophylla (Schrenk) Pimenov & Kljuykov"
"Hyalolaena tschuiliensis","Hyalolaena tschuiliensis (Pavlov ex Korovin) Pimenov & Kljuykov"
"Hyalosepalum","Hyalosepalum Troupin"
"Hyalosepalum caffrum","Hyalosepalum caffrum (Miers) Troupin"
"Hyalosepalum mossambicense","Hyalosepalum mossambicense (Engl.) Troupin"
"Galianthe dichotoma","Galianthe dichotoma (Willd.) E.L.Cabral & Bacigalupo"
"Hyalosepalum oblongifolium","Hyalosepalum oblongifolium (Engl.) Troupin"
"Hyalosepalum penninervifolium","Hyalosepalum penninervifolium Troupin"
"Hyalosepalum scytophyllum","Hyalosepalum scytophyllum (Diels) Troupin"
"Galianthe elegans","Galianthe elegans E.L.Cabral"
"Hybanthopsis","Hybanthopsis Paula-Souza"
"Hybanthopsis bahiensis","Hybanthopsis bahiensis Paula-Souza"
"Hybanthus","Hybanthus Jacq."
"Hybanthus albus","Hybanthus albus (A.St.-Hil.) Baill."
"Galianthe equisetoides","Galianthe equisetoides (Cham. & Schltdl.) E.L.Cabral"
"Hybanthus austrocaledonicus","Hybanthus austrocaledonicus (Vieill.) Melch."
"Galianthe eupatorioides","Galianthe eupatorioides (Cham. & Schltdl.) E.L.Cabral"
"Galianthe fastigiata","Galianthe fastigiata Griseb."
"Hybanthus caledonicus","Hybanthus caledonicus (Turcz.) Cretz."
"Hybanthus capensis","Hybanthus capensis (Thunb.) Engl."
"Galianthe gertii","Galianthe gertii E.L.Cabral"
"Hybanthus concolor","Hybanthus concolor (T.F.Forst.) Spreng."
"Hybanthus cymulosus","Hybanthus cymulosus C.A.Gardner"
"Galianthe grandifolia","Galianthe grandifolia E.L.Cabral"
"Hybanthus danguyanus","Hybanthus danguyanus H.Perrier"
"Hybanthus debilissimus","Hybanthus debilissimus F.Muell."
"Hybanthus decaryanus","Hybanthus decaryanus H.Perrier"
"Hybanthus denticulatus","Hybanthus denticulatus H.E.Ballard, Wetter & N.Zamora"
"Hybanthus domingensis","Hybanthus domingensis Urb. & Ekman"
"Hybanthus durus","Hybanthus durus (Baker) Schwartz"
"Galianthe guaranitica","Galianthe guaranitica (Chodat) E.L.Cabral"
"Galianthe hassleriana","Galianthe hassleriana (Chodat) E.L.Cabral"
"Hybanthus epacroides","Hybanthus epacroides (C.A.Gardner) Melch."
"Galianthe hispidula","Galianthe hispidula (A.Rich. ex DC.) E.L.Cabral & Bacigalupo"
"Hybanthus fruticulosus","Hybanthus fruticulosus (Benth.) I.M.Johnst."
"Hybanthus galeottii","Hybanthus galeottii (Turcz.) Morton"
"Galianthe humilis","Galianthe humilis E.L.Cabral & Bacigalupo"
"Hybanthus guanacastensis","Hybanthus guanacastensis Standl."
"Hybanthus havanensis","Hybanthus havanensis Jacq."
"Galianthe krausei","Galianthe krausei (Suess.) E.L.Cabral"
"Galianthe lanceifolia","Galianthe lanceifolia E.L.Cabral"
"Hybanthus leptopus","Hybanthus leptopus Schulze-Menz"
"Hybanthus leucanthus","Hybanthus leucanthus Urb. & Ekman"
"Galianthe latistipula","Galianthe latistipula E.L.Cabral"
"Hybanthus longipes","Hybanthus longipes (Dowell) Standl."
"Hybanthus melchiorianus","Hybanthus melchiorianus Schulze-Menz"
"Galianthe laxa","Galianthe laxa (Cham. & Schltdl.) E.L.Cabral"
"Hybanthus micranthus","Hybanthus micranthus Guillaumin"
"Hybanthus mossamedensis","Hybanthus mossamedensis Mendes"
"Galianthe liliifolia","Galianthe liliifolia (Standl.) E.L.Cabral"
"Hybanthus nanus","Hybanthus nanus (A.St.-Hil.) Paula-Souza"
"Galianthe linearifolia","Galianthe linearifolia E.L.Cabral"
"Galianthe longifolia","Galianthe longifolia (Standl.) E.L.Cabral"
"Hybanthus peninsularis","Hybanthus peninsularis M.E.Jones"
"Hybanthus proctorii","Hybanthus proctorii Lundell"
"Hybanthus puberulus","Hybanthus puberulus M.G.Gilbert"
"Hybanthus racemifer","Hybanthus racemifer Schulze-Menz"
"Hybanthus salacioides","Hybanthus salacioides Schulze-Menz"
"Galianthe parvula","Galianthe parvula E.L.Cabral"
"Hybanthus serrulatus","Hybanthus serrulatus Standl."
"Galianthe peruviana","Galianthe peruviana (Pers.) E.L.Cabral"
"Galianthe polygonoides","Galianthe polygonoides E.L.Cabral & Bacigalupo"
"Hybanthus tenuifolius","Hybanthus tenuifolius (Dowell) Standl."
"Hybanthus thiemei","Hybanthus thiemei (Donn.Sm.) Morton"
"Hybanthus urbanianus","Hybanthus urbanianus Melch."
"Galianthe pseudopetiolata","Galianthe pseudopetiolata E.L.Cabral"
"Hybanthus vernonii","Hybanthus vernonii (F.Muell.) F.Muell."
"Hybanthus vernonii subsp. scaber","Hybanthus vernonii subsp. scaber E.M.Benn."
"Galianthe ramosa","Galianthe ramosa E.L.Cabral"
"Hybanthus volubilis","Hybanthus volubilis E.M.Benn."
"Hybanthus yucatanensis","Hybanthus yucatanensis Millsp."
"Galianthe souzae","Galianthe souzae E.L.Cabral & Bacigalupo"
"Galianthe thalictroides","Galianthe thalictroides (K.Schum.) E.L.Cabral"
"Galianthe vaginata","Galianthe vaginata E.L.Cabral & Bacigalupo"
"Galianthe valerianoides","Galianthe valerianoides (Cham. & Schltdl.) E.L.Cabral"
"Galianthe verbenoides","Galianthe verbenoides (Cham. & Schltdl.) Griseb."
"× Galiasperula","× Galiasperula_UNMATCHED"
"Galiniera","Galiniera Delile"
"Galiniera myrtoides","Galiniera myrtoides Homolle"
"Galiniera saxifraga","Galiniera saxifraga (Hochst.) Bridson"
"Hydrangea","Hydrangea L."
"Hydrangea alternifolia","Hydrangea alternifolia Siebold"
"Hydrangea × amagiana","Hydrangea ×amagiana Makino"
"Hydrangea anomala","Hydrangea anomala D.Don"
"Hydrangea arborescens","Hydrangea arborescens L."
"Hydrangea aspera","Hydrangea aspera Buch.-Ham. ex D.Don"
"Hydrangea asterolasia","Hydrangea asterolasia Diels"
"Galium","Galium L."
"Hydrangea bretschneideri","Hydrangea bretschneideri Dippel"
"Hydrangea chinensis","Hydrangea chinensis Maxim."
"Galium abaujense","Galium abaujense Borbás"
"Hydrangea chinensis var. lobbii","Hydrangea chinensis var. lobbii (Maxim.) Kitam."
"Hydrangea chinensis var. yayeyamensis","Hydrangea chinensis var. yayeyamensis (Koidz.) T.Yamaz."
"Hydrangea chungii","Hydrangea chungii Rehder"
"Hydrangea cinerea","Hydrangea cinerea Small"
"Galium abaujense subsp. abaujense","Galium abaujense subsp. abaujense"
"Hydrangea coenobialis","Hydrangea coenobialis Chun"
"Galium abaujense subsp. polonicum","Galium abaujense subsp. polonicum (Blocki) Soó"
"Hydrangea davidii","Hydrangea davidii Franch."
"Hydrangea diplostemona","Hydrangea diplostemona (J.D.Sm.) Standl."
"Hydrangea gracilis","Hydrangea gracilis W.T.Wang & M.X.Nie"
"Hydrangea heteromalla","Hydrangea heteromalla D.Don"
"Hydrangea hirta","Hydrangea hirta (Thunb.) Siebold"
"Hydrangea hypoglauca","Hydrangea hypoglauca Rehder"
"Hydrangea integrifolia","Hydrangea integrifolia Hayata"
"Hydrangea involucrata","Hydrangea involucrata Siebold"
"Hydrangea involucrata var. tokarensis","Hydrangea involucrata var. tokarensis M.Hotta & Shiuchi"
"Hydrangea jelskii","Hydrangea jelskii Szyszyl."
"Galium absurdum","Galium absurdum Krendl"
"Hydrangea kawagoeana","Hydrangea kawagoeana Koidz."
"Hydrangea kwangsiensis","Hydrangea kwangsiensis Hu"
"Hydrangea kwangtungensis","Hydrangea kwangtungensis Merr."
"Hydrangea lingii","Hydrangea lingii G.Hoo"
"Hydrangea linkweiensis","Hydrangea linkweiensis Chun"
"Hydrangea liukiuensis","Hydrangea liukiuensis Nakai"
"Hydrangea longifolia","Hydrangea longifolia Hayata"
"Hydrangea longipes","Hydrangea longipes Franch."
"Hydrangea longipes var. fulvescens","Hydrangea longipes var. fulvescens (Rehder) W.T.Wang ex C.F.Wei"
"Hydrangea luteovenosa","Hydrangea luteovenosa Koidz."
"Hydrangea macrocarpa","Hydrangea macrocarpa Hand.-Mazz."
"Galium achurense","Galium achurense Grossh."
"Hydrangea macrophylla","Hydrangea macrophylla (Thunb.) Ser."
"Hydrangea mangshanensis","Hydrangea mangshanensis C.F.Wei"
"Hydrangea mathewsii","Hydrangea mathewsii Briq."
"Hydrangea × mizushimarum","Hydrangea ×mizushimarum H.Ohba"
"Hydrangea moellendorffii","Hydrangea moellendorffii Hance"
"Hydrangea nebulicola","Hydrangea nebulicola Nevling & Gómez Pompa"
"Hydrangea paniculata","Hydrangea paniculata Siebold"
"Hydrangea peruviana","Hydrangea peruviana Moric. ex Ser."
"Galium acuminatum","Galium acuminatum Ball"
"Hydrangea peruviana var. oerstedii","Hydrangea peruviana var. oerstedii (Briq.) Freire-Fierro"
"Hydrangea petiolaris","Hydrangea petiolaris Siebold & Zucc."
"Hydrangea preslii","Hydrangea preslii Briq."
"Hydrangea quercifolia","Hydrangea quercifolia Bartram"
"Hydrangea radiata","Hydrangea radiata Walter"
"Hydrangea robusta","Hydrangea robusta Hook.fil. & Thomson"
"Galium acutum","Galium acutum Edgew."
"Hydrangea sargentiana","Hydrangea sargentiana Rehder"
"Hydrangea scandens","Hydrangea scandens Poepp. ex DC."
"Hydrangea seemannii","Hydrangea seemannii Riley"
"Galium acutum var. acutum","Galium acutum var. acutum"
"Hydrangea serrata","Hydrangea serrata (Thunb.) Ser."
"Hydrangea serrata var. angustata","Hydrangea serrata var. angustata (Franch. & Sav.) H.Ohba"
"Hydrangea serrata var. minamitanii","Hydrangea serrata var. minamitanii H.Ohba"
"Hydrangea serrata var. yesoensis","Hydrangea serrata var. yesoensis (Koidz.) Ohba"
"Hydrangea serratifolia","Hydrangea serratifolia (Hook. & Arn.) F.Phil."
"Galium acutum var. himalayense","Galium acutum var. himalayense (Klotzsch & Garcke) R.R.Mill"
"Hydrangea sikokiana","Hydrangea sikokiana Maxim."
"Hydrangea steyermarkii","Hydrangea steyermarkii Standl."
"Hydrangea strigosa","Hydrangea strigosa Rehder"
"Hydrangea stylosa","Hydrangea stylosa Hook.fil. & Thomson"
"Hydrangea taiwaniana","Hydrangea taiwaniana Y.C.Liu & F.Y.Lu"
"Hydrangea tarapotensis","Hydrangea tarapotensis Briq."
"Galium adhaerens","Galium adhaerens Boiss. & Balansa"
"Hydrangea xanthoneura","Hydrangea xanthoneura Diels"
"Hydrangea zhewanensis","Hydrangea zhewanensis P.S.Hsu & X.P.Zhang"
"Hydrastis","Hydrastis Ellis"
"Hydrastis canadensis","Hydrastis canadensis L."
"Galium advenum","Galium advenum Krendl"
"Hydrobryum","Hydrobryum Endl."
"Hydrobryum bifoliatum","Hydrobryum bifoliatum C.Cusset"
"Hydrobryum chiangmaiense","Hydrobryum chiangmaiense M.Kato"
"Hydrobryum floribundum","Hydrobryum floribundum Koidz."
"Hydrobryum griffithii","Hydrobryum griffithii (Wall. ex Griff.) Tul."
"Hydrobryum japonicum","Hydrobryum japonicum Imamura"
"Galium aegeum","Galium aegeum (Stoj. & Kitan.) Ancev"
"Hydrobryum kaengsophense","Hydrobryum kaengsophense M.Kato"
"Hydrobryum khaoyaiense","Hydrobryum khaoyaiense M.Kato"
"Hydrobryum koribanum","Hydrobryum koribanum Imamura"
"Hydrobryum loeicum","Hydrobryum loeicum M.Kato"
"Hydrobryum micrantherum","Hydrobryum micrantherum (P.Royen) C.D.K.Cook & Rutish."
"Hydrobryum micrantherum var. crassum","Hydrobryum micrantherum var. crassum M.Kato"
"Hydrobryum puncticulatum","Hydrobryum puncticulatum Koidz."
"Hydrobryum somranii","Hydrobryum somranii M.Kato"
"Hydrobryum tardhuangense","Hydrobryum tardhuangense M.Kato"
"Hydrocera triflora","Hydrocera triflora (L.) Wight & Arn."
"Hydrochorea","Hydrochorea Barneby & J.W.Grimes"
"Hydrochorea acreana","Hydrochorea acreana (J.F.Macbr.) Barneby & J.W.Grimes"
"Hydrochorea corymbosa","Hydrochorea corymbosa (Rich.) Barneby & J.W.Grimes"
"Hydrochorea gonggrijpii","Hydrochorea gonggrijpii (Kleinhoonte) Barneby & J.W.Grimes"
"Hydrochorea marginata","Hydrochorea marginata (Spruce ex Benth.) Barneby & J.W.Grimes"
"Hydrochorea marginata var. panurensis","Hydrochorea marginata var. panurensis (Spruce ex Benth.) Barneby & J.W.Grimes"
"Hydrochorea marginata var. scheryi","Hydrochorea marginata var. scheryi Barneby & J.W.Grimes"
"Hydrocotyle","Hydrocotyle Hydrocotyle"
"Galium aetnicum","Galium aetnicum Biv."
"Hydrocotyle aconitifolia","Hydrocotyle aconitifolia A.Rich."
"Hydrocotyle acuminata","Hydrocotyle acuminata Urb."
"Hydrocotyle acutifolia","Hydrocotyle acutifolia Ruiz & Pav."
"Hydrocotyle acutiloba","Hydrocotyle acutiloba (F.Muell.) N.A.Wakef."
"Hydrocotyle alata","Hydrocotyle alata A.Rich."
"Hydrocotyle alchemilloides","Hydrocotyle alchemilloides A.Rich."
"Hydrocotyle algida","Hydrocotyle algida N.A.Wakef."
"Hydrocotyle alpestris","Hydrocotyle alpestris Gardner"
"Hydrocotyle americana","Hydrocotyle americana L."
"Hydrocotyle andina","Hydrocotyle andina Cuatrec."
"Hydrocotyle aristeguietae","Hydrocotyle aristeguietae Mathias & Constance"
"Hydrocotyle barbarossa","Hydrocotyle barbarossa Cham. & Schltdl."
"Hydrocotyle benguetensis","Hydrocotyle benguetensis Elmer"
"Hydrocotyle blepharocarpa","Hydrocotyle blepharocarpa F.Muell."
"Hydrocotyle boliviana","Hydrocotyle boliviana (Kuntze) Mathias"
"Hydrocotyle bonariensis","Hydrocotyle bonariensis Comm. ex Lam."
"Hydrocotyle bonplandii","Hydrocotyle bonplandii A.Rich."
"Galium afropusillum","Galium afropusillum Ehrend."
"Hydrocotyle bowlesioides","Hydrocotyle bowlesioides Mathias & Constance"
"Hydrocotyle bradei","Hydrocotyle bradei Rossbach"
"Hydrocotyle brittonii","Hydrocotyle brittonii Mathias"
"Hydrocotyle burmanica","Hydrocotyle burmanica Kurz"
"Hydrocotyle calcicola","Hydrocotyle calcicola Y.H.Li"
"Hydrocotyle callicarpa","Hydrocotyle callicarpa Bunge"
"Hydrocotyle callicephala","Hydrocotyle callicephala Cham."
"Hydrocotyle capillaris","Hydrocotyle capillaris F.Muell."
"Hydrocotyle capitata","Hydrocotyle capitata Banks & Sol. ex A.Rich."
"Hydrocotyle chamaemorus","Hydrocotyle chamaemorus Cham. & Schltdl."
"Hydrocotyle chevalieri","Hydrocotyle chevalieri (Cherm.) Tardieu"
"Hydrocotyle chiangdaoensis","Hydrocotyle chiangdaoensis Murata"
"Hydrocotyle comocarpa","Hydrocotyle comocarpa F.Muell."
"Hydrocotyle conferta","Hydrocotyle conferta Wight"
"Galium agrophilum","Galium agrophilum Krendl"
"Hydrocotyle corynophora","Hydrocotyle corynophora F.Muell."
"Hydrocotyle crassiuscula","Hydrocotyle crassiuscula Tate"
"Hydrocotyle cryptocarpa","Hydrocotyle cryptocarpa Speg."
"Hydrocotyle cuatrecasasii","Hydrocotyle cuatrecasasii Mathias & Constance"
"Galium aladaghense","Galium aladaghense Parolly"
"Hydrocotyle dahlgrenii","Hydrocotyle dahlgrenii Rose & Macbride"
"Hydrocotyle diantha","Hydrocotyle diantha DC."
"Galium × alberti","Galium ×alberti Rouy"
"Hydrocotyle dichondroides","Hydrocotyle dichondroides Makino"
"Hydrocotyle dielsiana","Hydrocotyle dielsiana H.Wolff"
"Hydrocotyle digitata","Hydrocotyle digitata A.R.Bean & Henwood"
"Hydrocotyle dipleura","Hydrocotyle dipleura A.R.Bean"
"Hydrocotyle dissecta","Hydrocotyle dissecta Raf."
"Hydrocotyle domingensis","Hydrocotyle domingensis Mathias & Constance"
"Galium albescens","Galium albescens Hook.f."
"Hydrocotyle eccentrica","Hydrocotyle eccentrica Britton"
"Hydrocotyle elegans","Hydrocotyle elegans A.Rich."
"Hydrocotyle elongata","Hydrocotyle elongata A.Cunn. ex Hook.f."
"Hydrocotyle exigua","Hydrocotyle exigua (Urb.) Malme"
"Hydrocotyle feaniana","Hydrocotyle feaniana F.Br."
"Hydrocotyle filipes","Hydrocotyle filipes Mathias"
"Hydrocotyle foveolata","Hydrocotyle foveolata H.Eichler"
"Hydrocotyle galapagensis","Hydrocotyle galapagensis B.L.Rob."
"Hydrocotyle geraniifolia","Hydrocotyle geraniifolia F.Muell."
"Hydrocotyle globiflora","Hydrocotyle globiflora Ruiz & Pav."
"Hydrocotyle glochidiata","Hydrocotyle glochidiata Benth."
"Hydrocotyle gracilis","Hydrocotyle gracilis Ruiz & Pav."
"Hydrocotyle grammatocarpa","Hydrocotyle grammatocarpa F.Muell."
"Hydrocotyle grossulariifolia","Hydrocotyle grossulariifolia Rusby"
"Hydrocotyle grossularioides","Hydrocotyle grossularioides A.Rich."
"Hydrocotyle gunnerifolia","Hydrocotyle gunnerifolia Wedd."
"Hydrocotyle hederacea","Hydrocotyle hederacea Mathias"
"Hydrocotyle heteromeria","Hydrocotyle heteromeria A.Rich."
"Hydrocotyle heucherifolia","Hydrocotyle heucherifolia Mathias"
"Hydrocotyle hexagona","Hydrocotyle hexagona Mathias"
"Galium album","Galium album Mill."
"Hydrocotyle himalaica","Hydrocotyle himalaica P.K.Mukh."
"Hydrocotyle himalaica subsp. mukherjeeana","Hydrocotyle himalaica subsp. mukherjeeana Farille & Lachard"
"Hydrocotyle hirsuta","Hydrocotyle hirsuta Sw."
"Hydrocotyle hirsuta var. leptostachys","Hydrocotyle hirsuta var. leptostachys (A.Rich.) Urb."
"Hydrocotyle hirta","Hydrocotyle hirta R.Br. ex A.Rich."
"Galium album subsp. album","Galium album subsp. album"
"Hydrocotyle hispidula","Hydrocotyle hispidula Bunge"
"Hydrocotyle hitchcockii","Hydrocotyle hitchcockii Rose ex Mathias"
"Hydrocotyle hookeri","Hydrocotyle hookeri (C.B.Clarke) Craib"
"Hydrocotyle hookeri subsp. chinensis","Hydrocotyle hookeri subsp. chinensis (Dunn ex R.H.Shan & S.L.Liou) M.F.Watson & M.L.Sheh"
"Galium album subsp. amani","Galium album subsp. amani Ehrend. & Schönb.-Tem."
"Hydrocotyle hookeri subsp. handelii","Hydrocotyle hookeri subsp. handelii (H.Wolff) M.F.Watson & M.L.Sheh"
"Hydrocotyle humboldtii","Hydrocotyle humboldtii Willd. ex DC."
"Hydrocotyle humifusa","Hydrocotyle humifusa Pohl ex DC."
"Hydrocotyle hydrophila","Hydrocotyle hydrophila Petrie"
"Hydrocotyle incrassata","Hydrocotyle incrassata Raf."
"Hydrocotyle indecora","Hydrocotyle indecora DC."
"Hydrocotyle itatiaiensis","Hydrocotyle itatiaiensis Brade"
"Hydrocotyle javanica","Hydrocotyle javanica Thunb."
